chr	start	end	strand	gene
chr10	5002014	5006014	-	AKR1C2
chr10	5016033	5020033	-	AKR1C2
chr10	5046765	5050765	+	AKR1C3
chr10	5194836	5198836	+	AKR1C4
chr10	5402828	5406828	-	TUBAL3
chr10	5497570	5501570	-	CALML5
chr10	5444608	5448608	+	NET1
chr10	5410556	5414556	+	NET1
chr10	5522960	5526960	+	CALML3
chr10	5682837	5686837	+	TASOR2
chr10	5664595	5668595	-	ASB13
chr10	5887897	5891897	-	ANKRD16
chr10	5887893	5891893	-	ANKRD16
chr10	5976187	5980187	-	IL15RA
chr10	5975543	5979543	-	IL15RA
chr10	5966928	5970928	-	IL15RA
chr10	5976046	5980046	-	IL15RA
chr10	5975611	5979611	-	IL15RA
chr10	5976741	5980741	-	IL15RA
chr10	6087033	6091033	+	RBM17
chr10	6087345	6091345	+	RBM17
chr10	6200931	6204931	+	PFKFB3
chr10	7786103	7790103	+	ATP5F1C
chr10	7786176	7790176	+	ATP5F1C
chr10	7785993	7789993	-	KIN
chr10	8052687	8056687	+	GATA3
chr10	11530280	11534280	-	USP6NL
chr10	11740381	11744381	+	ECHDC3
chr10	11821355	11825355	+	PROSER2
chr10	12127676	12131676	+	SEC61A2
chr10	12066953	12070953	+	DHTKD1
chr10	12127640	12131640	+	SEC61A2
chr10	12194187	12198187	+	CDC123
chr10	13232374	13236374	-	UCMA
chr10	13159557	13163557	+	MCM10
chr10	13297746	13301746	-	PHYH
chr10	13298130	13302130	-	PHYH
chr10	13346293	13350293	-	SEPHS1
chr10	13346298	13350298	-	SEPHS1
chr10	13298064	13302064	-	PHYH
chr10	13584964	13588964	+	PRPF18
chr10	13705567	13709567	-	FRMD4A
chr10	14530714	14534714	-	FAM107B
chr10	14536542	14540542	-	FAM107B
chr10	14546637	14550637	-	FAM107B
chr10	14836305	14840305	+	LOC100421372
chr10	14876865	14880865	+	SUV39H2
chr10	14876782	14880782	+	SUV39H2
chr10	14836037	14840037	-	CDNF
chr10	14836305	14840305	+	HSPA14
chr10	14876899	14880899	+	SUV39H2
chr10	14957387	14961387	+	MEIG1
chr10	15166693	15170693	-	NMT2
chr10	15095354	15099354	+	RPP38
chr10	15086776	15090776	-	ACBD7
chr10	15095179	15099179	+	RPP38
chr10	16434942	16438942	+	PTER
chr10	17226240	17230240	+	VIM
chr10	17615374	17619374	-	HACD1
chr10	17750200	17754200	+	TMEM236
chr10	18657430	18661430	+	ARL5B
chr10	21523682	21527682	-	SKIDA1
chr10	22207983	22211983	-	EBLN1
chr10	22319098	22323098	+	BMI1
chr10	22314387	22318387	+	COMMD3
chr10	22314382	22318382	+	COMMD3-BMI1
chr10	23093578	23097578	+	MSRB2
chr10	23190311	23194311	+	PTF1A
chr10	23437074	23441074	+	OTUD1
chr10	24620843	24624843	-	ARHGAP21
chr10	25014611	25018611	+	THNSL1
chr10	25014158	25018158	-	ENKUR
chr10	26214773	26218773	+	GAD2
chr10	26214306	26218306	+	GAD2
chr10	26859087	26863087	-	ABI1
chr10	26858958	26862958	-	ABI1
chr10	27098494	27102494	-	ANKRD26
chr10	27238879	27242879	-	ACBD5
chr10	27153351	27157351	+	MASTL
chr10	27239868	27243868	-	ACBD5
chr10	27240111	27244111	-	ACBD5
chr10	27238797	27242797	-	ACBD5
chr10	27238486	27242486	-	ACBD5
chr10	27239819	27243819	-	ACBD5
chr10	27412368	27416368	-	PTCHD3
chr10	27743819	27747819	-	MKX
chr10	28675520	28679520	+	BAMBI
chr10	29287069	29291069	+	LYZL1
chr10	30347278	30351278	-	MTPAP
chr10	30432183	30436183	+	MAP3K8
chr10	30432020	30436020	+	MAP3K8
chr10	30432645	30436645	+	MAP3K8
chr10	30627753	30631753	-	LYZL2
chr10	31397755	31401755	-	LOC100505502
chr10	32054425	32058425	-	KIF5B
chr10	32345158	32349158	-	EPC1
chr10	32956230	32960230	-	ITGB1
chr10	32933558	32937558	-	ITGB1
chr10	32955894	32959894	-	ITGB1
chr10	35072283	35076283	-	CUL2
chr10	35088341	35092341	-	CUL2
chr10	35072330	35076330	-	CUL2
chr10	35088614	35092614	-	CUL2
chr10	35165538	35169538	+	CREM
chr10	35165563	35169563	+	CREM
chr10	35193849	35197849	+	CREM
chr10	35173586	35177586	+	CREM
chr10	35193901	35197901	+	CREM
chr10	35193132	35197132	+	CREM
chr10	35193126	35197126	+	CREM
chr10	35173592	35177592	+	CREM
chr10	35125456	35129456	+	CREM
chr10	35135781	35139781	+	CREM
chr10	35603340	35607340	+	GJD4
chr10	35639434	35643434	-	FZD8
chr10	37600931	37604931	-	MTRNR2L7
chr10	37855636	37859636	-	ZNF248
chr10	37856084	37860084	-	ZNF248
chr10	37855610	37859610	-	ZNF248
chr10	37856103	37860103	-	ZNF248
chr10	37974647	37978647	-	ZNF25
chr10	38092335	38096335	+	ZNF37A
chr10	42780794	42784794	+	BMS1
chr10	43136444	43140444	+	CSGALNACT2
chr10	43152896	43156896	+	CSGALNACT2
chr10	43227739	43231739	-	RASGEF1A
chr10	43369643	43373643	+	FXYD4
chr10	43369635	43373635	+	FXYD4
chr10	43434847	43438847	+	ZNF487
chr10	43407208	43411208	-	HNRNPF
chr10	43435110	43439110	+	ZNF487
chr10	43406884	43410884	-	HNRNPF
chr10	43394831	43398831	-	HNRNPF
chr10	43395346	43399346	-	HNRNPF
chr10	43405851	43409851	-	HNRNPF
chr10	43407248	43411248	-	HNRNPF
chr10	43604406	43608406	+	ZNF485
chr10	43566459	43570459	-	ZNF239
chr10	43572616	43576616	-	ZNF239
chr10	43604437	43608437	+	ZNF485
chr10	43572618	43576618	-	ZNF239
chr10	44383097	44387097	-	CXCL12
chr10	44909336	44913336	+	TMEM72
chr10	44909315	44913315	+	TMEM72
chr10	44976809	44980809	-	DEPP1
chr10	44957801	44961801	+	RASSF4
chr10	44998922	45002922	+	ZNF22
chr10	45313608	45317608	-	OR13A1
chr10	45372215	45376215	+	ALOX5
chr10	45372165	45376165	+	ALOX5
chr10	45670813	45674813	-	ZFAND4
chr10	45670732	45674732	-	ZFAND4
chr10	45670772	45674772	-	ZFAND4
chr10	45815324	45819324	-	FAM25E
chr10	45851877	45855877	-	AGAP4
chr10	45845473	45849473	-	AGAP4
chr10	45970488	45974488	+	TIMM23
chr10	46044269	46048269	-	MSMB
chr10	46284996	46288996	+	ANTXRL
chr10	46373775	46377775	+	ANXA8L1
chr10	46463958	46467958	-	NPY4R
chr10	46463881	46467881	-	NPY4R
chr10	46577127	46581127	+	SYT15
chr10	46554416	46558416	-	GPRIN2
chr10	46554658	46558658	-	GPRIN2
chr10	46555133	46559133	-	GPRIN2
chr10	46555596	46559596	-	GPRIN2
chr10	47298196	47302196	+	GDF10
chr10	47382293	47386293	-	ZNF488
chr10	47346362	47350362	+	RBP3
chr10	47320453	47324453	+	GDF2
chr10	47482158	47486158	-	ANXA8
chr10	47521638	47525638	-	AGAP9
chr10	47489700	47493700	-	FAM25G
chr10	47489700	47493700	-	FAM25C
chr10	47482115	47486115	-	ANXA8
chr10	47760681	47764681	-	SYT15
chr10	47761592	47765592	-	LOC102724488
chr10	47915027	47919027	+	NPY4R2
chr10	47916738	47920738	+	NPY4R
chr10	47997791	48001791	-	FAM25G
chr10	47997791	48001791	-	FAM25C
chr10	48173143	48177143	-	FRMPD2
chr10	48491650	48495650	-	ARHGAP22
chr10	48399611	48403611	+	MAPK8
chr10	48603131	48607131	-	ARHGAP22
chr10	48923287	48927287	-	LRRC18
chr10	48937840	48941840	-	LRRC18
chr10	49132021	49136021	-	FAM170B
chr10	49186391	49190391	-	TMEM273
chr10	49297169	49301169	+	C10orf71
chr10	49394089	49398089	-	DRGX
chr10	49537121	49541121	-	ERCC6
chr10	49537538	49541538	-	ERCC6
chr10	49522281	49526281	-	PGBD3
chr10	49612036	49616036	+	CHAT
chr10	49611097	49615097	+	CHAT
chr10	49608309	49612309	+	SLC18A3
chr10	49607094	49611094	+	CHAT
chr10	49760323	49764323	-	OGDHL
chr10	49760379	49764379	-	OGDHL
chr10	49759999	49763999	-	OGDHL
chr10	49677650	49681650	+	C10orf53
chr10	49940052	49944052	+	TIMM23B
chr10	49986317	49990317	+	AGAP6
chr10	49940032	49944032	+	TIMM23B
chr10	50737935	50741935	+	ASAH2B
chr10	51697595	51701595	-	CSTF2T
chr10	52312280	52316280	+	DKK1
chr10	52769652	52773652	-	MBL2
chr10	52770784	52774784	-	MBL2
chr10	55597041	55601041	+	MTRNR2L5
chr10	58267161	58271161	+	CISD1
chr10	58383142	58387142	+	TFAM
chr10	58332978	58336978	+	UBE2D1
chr10	58383409	58387409	+	TFAM
chr10	58333005	58337005	+	UBE2D1
chr10	59360594	59364594	-	FAM13C
chr10	59361181	59365181	-	FAM13C
chr10	59360903	59364903	-	FAM13C
chr10	59360549	59364549	-	FAM13C
chr10	59707891	59711891	-	SLC16A9
chr10	59708079	59712079	-	SLC16A9
chr10	59751455	59755455	-	MRLN
chr10	60776453	60780453	+	CDK1
chr10	60776330	60780330	+	CDK1
chr10	60776477	60780477	+	CDK1
chr10	60942726	60946726	-	RHOBTB1
chr10	60942185	60946185	-	RHOBTB1
chr10	61451381	61455381	-	TMEM26
chr10	62047356	62051356	+	ARID5B
chr10	62814366	62818366	-	EGR2
chr10	62817167	62821167	-	EGR2
chr10	62802719	62806719	+	ADO
chr10	63131246	63135246	+	NRBF2
chr10	63131327	63135327	+	NRBF2
chr10	67836188	67840188	-	DNAJC12
chr10	67836179	67840179	-	DNAJC12
chr10	68230113	68234113	-	ATOH7
chr10	68330812	68334812	+	HNRNPH3
chr10	68330010	68334010	+	HNRNPH3
chr10	68329692	68333692	+	HNRNPH3
chr10	68405294	68409294	-	RUFY2
chr10	68405189	68409189	-	RUFY2
chr10	68405277	68409277	-	RUFY2
chr10	68516218	68520218	-	SLC25A16
chr10	68525523	68529523	-	SLC25A16
chr10	68719238	68723238	+	CCAR1
chr10	68825530	68829530	+	STOX1
chr10	68825536	68829536	+	STOX1
chr10	68986802	68990802	+	KIFBP
chr10	68954439	68958439	+	DDX21
chr10	68954169	68958169	+	DDX21
chr10	69122177	69126177	+	VPS26A
chr10	69122152	69126152	+	VPS26A
chr10	69086027	69090027	+	SRGN
chr10	69085602	69089602	+	SRGN
chr10	69086102	69090102	+	SRGN
chr10	69218331	69222331	+	HKDC1
chr10	69414918	69418918	-	TACR2
chr10	69571422	69575422	-	NEUROG3
chr10	69628246	69632246	+	FAM241B
chr10	70050845	70054845	+	MACROH2A2
chr10	70168514	70172514	-	SAR1A
chr10	70144700	70148700	-	TYSND1
chr10	70231429	70235429	-	PPA1
chr10	70379566	70383566	-	LRRC20
chr10	70380625	70384625	-	LRRC20
chr10	70374779	70378779	-	LRRC20
chr10	70380650	70384650	-	LRRC20
chr10	70402144	70406144	+	EIF4EBP2
chr10	70445948	70449948	-	NODAL
chr10	70439681	70443681	-	NODAL
chr10	70600741	70604741	-	PRF1
chr10	70600788	70604788	-	PRF1
chr10	70670505	70674505	+	ADAMTS14
chr10	70813947	70817947	+	SGPL1
chr10	70886565	70890565	-	PCBD1
chr10	70885881	70889881	-	PCBD1
chr10	71210569	71214569	+	UNC5B
chr10	71317258	71321258	+	SLC29A3
chr10	71317252	71321252	+	SLC29A3
chr10	71735850	71739850	-	C10orf105
chr10	71717778	71721778	-	C10orf105
chr10	71771520	71775520	-	VSIR
chr10	71809882	71813882	+	CDH23
chr10	71793770	71797770	+	CDH23
chr10	71962394	71966394	+	CHST3
chr10	72086551	72090551	-	SPOCK2
chr10	72087032	72091032	-	SPOCK2
chr10	72214276	72218276	-	ASCC1
chr10	72213956	72217956	-	ASCC1
chr10	72214109	72218109	-	ASCC1
chr10	72215134	72219134	-	ASCC1
chr10	72271923	72275923	+	DDIT4
chr10	72952806	72956806	-	PLA2G12B
chr10	72891738	72895738	+	OIT3
chr10	73108454	73112454	+	NUDT13
chr10	73094974	73098974	-	P4HA1
chr10	73108374	73112374	+	NUDT13
chr10	73250644	73254644	-	MRPS16
chr10	73245255	73249255	-	DNAJC9
chr10	73166118	73170118	+	FAM149B1
chr10	73494024	73498024	-	PPP3CB
chr10	73431561	73435561	-	MSS51
chr10	73649040	73653040	-	SYNPO2L
chr10	73639474	73643474	-	MYOZ1
chr10	73654029	73658029	-	SYNPO2L
chr10	73742371	73746371	+	SEC24C
chr10	73770290	73774290	+	FUT11
chr10	73699328	73703328	-	AGAP5
chr10	73770275	73774275	+	FUT11
chr10	73780047	73784047	+	CHCHD1
chr10	73872555	73876555	-	CAMK2G
chr10	73872591	73876591	-	CAMK2G
chr10	73809598	73813598	-	NDST2
chr10	73909131	73913131	+	PLAU
chr10	74148828	74152828	-	AP3M1
chr10	75071642	75075642	-	DUSP29
chr10	75097486	75101486	-	DUSP13
chr10	75097490	75101490	-	DUSP13
chr10	75208153	75212153	+	VDAC2
chr10	75109655	75113655	+	SAMD8
chr10	75399764	75403764	-	ZNF503
chr10	78031759	78035759	+	RPS24
chr10	78031862	78035862	+	RPS24
chr10	79345468	79349468	+	PPIF
chr10	79558407	79562407	-	SFTPA2
chr10	79557871	79561871	-	SFTPA2
chr10	79510532	79514532	+	EIF5AL1
chr10	79608938	79612938	+	SFTPA1
chr10	79701226	79705226	+	NUTM2B
chr10	79947105	79951105	-	SFTPD
chr10	79824738	79828738	+	NUTM2E
chr10	80202491	80206491	-	ANXA11
chr10	80130729	80134729	+	PLAC9
chr10	80203537	80207537	-	ANXA11
chr10	80203808	80207808	-	ANXA11
chr10	80287658	80291658	-	MAT1A
chr10	80354767	80358767	+	DYDC2
chr10	80411832	80415832	+	PRXL2A
chr10	80406550	80410550	+	PRXL2A
chr10	80405828	80409828	+	PRXL2A
chr10	80411818	80415818	+	PRXL2A
chr10	80406485	80410485	+	PRXL2A
chr10	80354780	80358780	+	DYDC2
chr10	84192536	84196536	+	CDHR1
chr10	84243052	84247052	+	RGR
chr10	84223589	84227589	-	LRIT2
chr10	84223544	84227544	-	LRIT2
chr10	84239546	84243546	-	LRIT1
chr10	84171800	84175800	+	C10orf99
chr10	84423168	84427168	+	CCSER2
chr10	84422938	84426938	+	CCSER2
chr10	86666563	86670563	+	LDB3
chr10	86666510	86670510	+	LDB3
chr10	86652556	86656556	+	OPN4
chr10	86664787	86668787	+	LDB3
chr10	86652546	86656546	+	OPN4
chr10	86953758	86957758	+	SNCG
chr10	86955615	86959615	-	MMRN2
chr10	86966481	86970481	+	ADIRF
chr10	86956598	86960598	+	SNCG
chr10	87018293	87022293	+	FAM25A
chr10	86968335	86972335	+	AGAP11
chr10	87092843	87096843	-	GLUD1
chr10	87092087	87096087	-	GLUD1
chr10	87223447	87227447	+	NUTM2A
chr10	87355743	87359743	+	NUTM2D
chr10	87502465	87506465	+	MINPP1
chr10	87505832	87509832	+	MINPP1
chr10	87502892	87506892	+	MINPP1
chr10	87816231	87820231	-	ATAD1
chr10	87861533	87865533	-	KLLN
chr10	88662441	88666441	+	LIPF
chr10	88758019	88762019	+	LIPN
chr10	88800729	88804729	+	LIPM
chr10	88849844	88853844	-	ANKRD22
chr10	88878244	88882244	+	STAMBPL1
chr10	88950773	88954773	-	ACTA2
chr10	88989397	88993397	-	ACTA2
chr10	89205317	89209317	-	CH25H
chr10	89249775	89253775	-	LIPA
chr10	89250039	89254039	-	LIPA
chr10	89300045	89304045	+	IFIT2
chr10	89325996	89329996	+	IFIT3
chr10	89330528	89334528	+	IFIT3
chr10	89376055	89380055	+	IFIT1B
chr10	89390622	89394622	+	IFIT1
chr10	89390545	89394545	+	IFIT1
chr10	89412567	89416567	+	IFIT5
chr10	89641916	89645916	-	PANK1
chr10	89643572	89647572	-	PANK1
chr10	89699589	89703589	+	KIF20B
chr10	90919087	90923087	-	ANKRD1
chr10	90869973	90873973	+	RPP30
chr10	91631071	91635071	-	PPP1R3C
chr10	91796425	91800425	+	TNKS2
chr10	91907486	91911486	-	FGFBP3
chr10	92289166	92293166	+	MARCHF5
chr10	92495761	92499761	-	IDE
chr10	92591129	92595129	+	KIF11
chr10	92687954	92691954	+	HHEX
chr10	93071892	93075892	+	CYP26A1
chr10	93071474	93075474	+	CYP26A1
chr10	93494611	93498611	+	CEP55
chr10	93599744	93603744	-	RBP4
chr10	93599513	93603513	-	RBP4
chr10	93700959	93704959	-	FRA10AC1
chr10	93700572	93704572	-	FRA10AC1
chr10	93610536	93614536	+	PDE6C
chr10	93599235	93603235	-	RBP4
chr10	93700592	93704592	-	FRA10AC1
chr10	93755935	93759935	+	LGI1
chr10	93755808	93759808	+	LGI1
chr10	93891977	93895977	+	SLC35G1
chr10	94360939	94364939	-	NOC3L
chr10	94543766	94547766	+	HELLS
chr10	94543787	94547787	+	HELLS
chr10	94681728	94685728	+	CYP2C18
chr10	94936657	94940657	+	CYP2C9
chr10	95067497	95071497	-	CYP2C8
chr10	95192199	95196199	+	ACSM6
chr10	95654711	95658711	-	ALDH18A1
chr10	96041582	96045582	+	CCNJ
chr10	95997766	96001766	+	CC2D2B
chr10	96127714	96131714	+	ZNF518A
chr10	96128055	96132055	+	ZNF518A
chr10	96128279	96132279	+	ZNF518A
chr10	96128621	96132621	+	ZNF518A
chr10	96355159	96359159	-	OPALIN
chr10	96357365	96361365	-	OPALIN
chr10	96357002	96361002	-	OPALIN
chr10	96585012	96589012	-	TM9SF3
chr10	97317270	97321270	+	FRAT1
chr10	97332729	97336729	-	FRAT2
chr10	97444017	97448017	-	EXOSC1
chr10	97444130	97448130	+	ZDHHC16
chr10	97496422	97500422	-	MMS19
chr10	97424190	97428190	+	PGAM1
chr10	97496609	97500609	-	MMS19
chr10	97496794	97500794	-	MMS19
chr10	97444006	97448006	-	EXOSC1
chr10	97425676	97429676	+	PGAM1
chr10	97444174	97448174	+	ZDHHC16
chr10	97570502	97574502	+	ANKRD2
chr10	97582344	97586344	+	HOGA1
chr10	97632156	97636156	-	MORN4
chr10	97570440	97574440	+	ANKRD2
chr10	97570778	97574778	+	ANKRD2
chr10	97587720	97591720	+	C10orf62
chr10	97582388	97586388	+	HOGA1
chr10	97631500	97635500	-	MORN4
chr10	97735120	97739120	+	ZFYVE27
chr10	97685241	97689241	-	AVPI1
chr10	97735127	97739127	+	ZFYVE27
chr10	97736476	97740476	+	ZFYVE27
chr10	97711729	97715729	+	MARVELD1
chr10	97769999	97773999	-	SFRP5
chr10	97847842	97851842	+	GOLGA7B
chr10	98266194	98270194	-	LOXL4
chr10	98413182	98417182	-	PYROXD2
chr10	99428624	99432624	-	GOT1
chr10	99530941	99534941	+	NKX2-3
chr10	99730127	99734127	-	COX15
chr10	99657508	99661508	+	ENTPD7
chr10	99657628	99661628	+	ENTPD7
chr10	99780639	99784639	+	ABCC2
chr10	100079869	100083869	-	CPN1
chr10	100265638	100269638	-	CWF19L1
chr10	100227610	100231610	-	CHUK
chr10	100184029	100188029	-	ERLIN1
chr10	100227596	100231596	-	CHUK
chr10	100284712	100288712	-	BLOC1S2
chr10	100328228	100332228	-	PKD2L1
chr10	100345232	100349232	+	SCD
chr10	100284364	100288364	-	BLOC1S2
chr10	100284378	100288378	-	BLOC1S2
chr10	100284680	100288680	-	BLOC1S2
chr10	100527871	100531871	-	NDUFB8
chr10	100461008	100465008	+	WNT8B
chr10	100527923	100531923	-	NDUFB8
chr10	100517861	100521861	-	SEC31B
chr10	100533942	100537942	+	HIF1AN
chr10	100996278	101000278	+	LZTS2
chr10	100985542	100989542	+	TWNK
chr10	101029129	101033129	-	PDZD7
chr10	100997807	101001807	+	LZTS2
chr10	100995070	100999070	+	LZTS2
chr10	101000496	101004496	+	LZTS2
chr10	100970528	100974528	+	SEMA4G
chr10	100985497	100989497	-	MRPL43
chr10	101029157	101033157	-	PDZD7
chr10	101029238	101033238	+	SFXN3
chr10	100985515	100989515	-	MRPL43
chr10	101129299	101133299	+	TLX1
chr10	101059988	101063988	+	KAZALD1
chr10	101226960	101230960	-	LBX1
chr10	101586320	101590320	+	DPCD
chr10	101693295	101697295	-	FBXW4
chr10	101693170	101697170	-	FBXW4
chr10	101781413	101785413	-	NPM3
chr10	101774114	101778114	-	FGF8
chr10	101816444	101820444	-	OGA
chr10	101778369	101782369	-	FGF8
chr10	101816465	101820465	-	OGA
chr10	101837871	101841871	-	KCNIP2
chr10	102063348	102067348	+	HPS6
chr10	102150175	102154175	+	NOLC1
chr10	102150388	102154388	+	NOLC1
chr10	102113002	102117002	-	LDB1
chr10	102224298	102228298	+	ELOVL3
chr10	102130993	102134993	+	PPRC1
chr10	102131039	102135039	+	PPRC1
chr10	102118368	102122368	-	LDB1
chr10	102393704	102397704	+	NFKB2
chr10	102392577	102396577	+	NFKB2
chr10	102416785	102420785	-	PSD
chr10	102392109	102396109	+	NFKB2
chr10	102459394	102463394	+	MFSD13A
chr10	102417813	102421813	+	FBXL15
chr10	102417727	102421727	-	PSD
chr10	102417934	102421934	-	PSD
chr10	102430574	102434574	-	CUEDC2
chr10	102449543	102453543	-	C10orf95
chr10	102712397	102716397	-	ARL3
chr10	102642494	102646494	+	TRIM8
chr10	102712517	102716517	+	SFXN2
chr10	102642478	102646478	+	TRIM8
chr10	102712635	102716635	+	SFXN2
chr10	102852258	102856258	+	BORCS7
chr10	102835413	102839413	-	CYP17A1
chr10	102774220	102778220	+	WBP1L
chr10	102916317	102920317	+	CNNM2
chr10	103243886	103247886	+	RPEL1
chr10	103349140	103353140	-	PCGF6
chr10	103365975	103369975	+	TAF5
chr10	103394475	103398475	-	ATP5MD
chr10	103450370	103454370	-	CALHM2
chr10	103456900	103460900	-	CALHM1
chr10	103477240	103481240	-	CALHM3
chr10	103916184	103920184	-	STN1
chr10	103965139	103969139	+	SLK
chr10	104120107	104124107	+	SFR1
chr10	104120170	104124170	+	SFR1
chr10	104118165	104122165	+	SFR1
chr10	104252709	104256709	+	GSTO1
chr10	104326992	104330992	-	ITPRIP
chr10	104266872	104270872	+	GSTO2
chr10	104273165	104277165	+	GSTO2
chr10	104252891	104256891	+	GSTO1
chr10	104252193	104256193	+	GSTO1
chr10	104267183	104271183	+	GSTO2
chr10	104351832	104355832	+	CFAP58
chr10	109921511	109925511	-	XPNPEP1
chr10	109921246	109925246	-	XPNPEP1
chr10	109921553	109925553	-	XPNPEP1
chr10	110302920	110306920	-	SMNDC1
chr10	110495906	110499906	+	DUSP5
chr10	110565694	110569694	+	SMC3
chr10	110916936	110920936	-	BBIP1
chr10	110917180	110921180	-	BBIP1
chr10	110917603	110921603	+	SHOC2
chr10	110917542	110921542	+	SHOC2
chr10	110917369	110921369	+	SHOC2
chr10	111075028	111079028	+	ADRA2A
chr10	112181765	112185765	-	GPAM
chr10	112281399	112285399	+	TECTB
chr10	112444959	112448959	-	ZDHHC6
chr10	112373264	112377264	+	ACSL5
chr10	112445603	112449603	-	ZDHHC6
chr10	112445572	112449572	-	ZDHHC6
chr10	112374197	112378197	+	ACSL5
chr10	112444914	112448914	-	ZDHHC6
chr10	112372115	112376115	+	ACSL5
chr10	113124632	113128632	+	TCF7L2
chr10	113127270	113131270	+	TCF7L2
chr10	113548830	113552830	+	HABP2
chr10	113551052	113555052	+	HABP2
chr10	113707344	113711344	+	CASP7
chr10	113677668	113681668	+	CASP7
chr10	113677161	113681161	+	CASP7
chr10	113677911	113681911	+	CASP7
chr10	113677193	113681193	+	CASP7
chr10	113852082	113856082	-	DCLRE1A
chr10	113852394	113856394	-	DCLRE1A
chr10	114041865	114045865	+	ADRB1
chr10	114237613	114241613	+	VWA2
chr10	114177352	114181352	+	TDRD1
chr10	114237253	114241253	+	VWA2
chr10	114177286	114181286	+	TDRD1
chr10	114402778	114406778	-	AFAP1L2
chr10	114402502	114406502	-	AFAP1L2
chr10	114524913	114528913	-	ABLIM1
chr10	114819779	114823779	+	FAM160B1
chr10	116322447	116326447	+	CCDC172
chr10	116425846	116429846	+	PNLIPRP3
chr10	116588958	116592958	+	PNLIPRP1
chr10	116618952	116622952	+	PNLIPRP2
chr10	116589012	116593012	+	PNLIPRP1
chr10	116543930	116547930	+	PNLIP
chr10	116667966	116671966	-	C10orf82
chr10	116668282	116672282	-	C10orf82
chr10	116740566	116744566	-	HSPA12A
chr10	116847498	116851498	+	ENO4
chr10	117136270	117140270	-	VAX1
chr10	117239113	117243113	+	SLC18A2
chr10	117195488	117199488	+	KCNK18
chr10	117540745	117544745	+	EMX2
chr10	117540444	117544444	+	EMX2
chr10	118044884	118048884	-	RAB11FIP2
chr10	118044941	118048941	-	RAB11FIP2
chr10	118340324	118344324	-	FAM204A
chr10	118593648	118597648	-	PRLHR
chr10	119078817	119082817	-	EIF3A
chr10	119102112	119106112	+	DENND10
chr10	119027713	119031713	+	NANOS1
chr10	119176812	119180812	-	PRDX3
chr10	119534533	119538533	-	RGS10
chr10	119595029	119599029	-	TIAL1
chr10	119724046	119728046	+	INPP5F
chr10	119817256	119821256	+	INPP5F
chr10	119871628	119875628	-	MCMBP
chr10	119870843	119874843	-	MCMBP
chr10	119870883	119874883	-	MCMBP
chr10	120353223	120357223	-	RPL21
chr10	120849361	120853361	+	WDR11
chr10	121973217	121977217	-	NSMCE4A
chr10	122161629	122165629	+	TACC2
chr10	122452652	122456652	+	ARMS2
chr10	122459552	122463552	+	HTRA1
chr10	122558753	122562753	+	DMBT1
chr10	122670849	122674849	+	LOC112577516
chr10	122697846	122701846	-	C10orf120
chr10	122908609	122912609	+	FAM24A
chr10	122877581	122881581	-	FAM24B
chr10	122877641	122881641	-	FAM24B
chr10	122843857	122847857	-	CUZD1
chr10	122978400	122982400	+	PSTK
chr10	123007005	123011005	+	ACADSB
chr10	123006687	123010687	-	IKZF5
chr10	123006795	123010795	-	IKZF5
chr10	123133969	123137969	+	HMX3
chr10	123146121	123150121	+	HMX2
chr10	123152243	123156243	+	BUB3
chr10	123152401	123156401	+	BUB3
chr10	123664354	123668354	+	GPR26
chr10	124091598	124095598	-	CHST15
chr10	124090406	124094406	-	CHST15
chr10	124416923	124420923	-	OAT
chr10	124416976	124420976	-	OAT
chr10	124448035	124452035	-	NKX1-2
chr10	124799818	124803818	+	ABRAXAS2
chr10	124940122	124944122	+	ZRANB1
chr10	125004018	125008018	-	CTBP2
chr10	125026071	125030071	-	CTBP2
chr10	125681163	125685163	-	TEX36
chr10	125717708	125721708	+	EDRF1
chr10	125821258	125825258	-	UROS
chr10	125821268	125825268	-	UROS
chr10	125717514	125721514	+	EDRF1
chr10	125773821	125777821	-	MMP21
chr10	125879292	125883292	-	DHX32
chr10	127547308	127551308	+	NPS
chr10	127735184	127739184	+	FOXI2
chr10	127890941	127894941	-	CLRN3
chr10	128124423	128128423	-	MKI67
chr10	130108830	130112830	-	C10orf143
chr10	131980013	131984013	-	BNIP3
chr10	131899007	131903007	+	PPP2R2D
chr10	132184947	132188947	+	DPYSL4
chr10	132330192	132334192	+	LRRC27
chr10	132335339	132339339	+	LRRC27
chr10	132395199	132399199	+	PWWP2B
chr10	132784147	132788147	-	NKX6-2
chr10	133085923	133089923	+	ADGRA1
chr10	133100245	133104245	+	ADGRA1
chr10	133235854	133239854	+	VENTX
chr10	133274868	133278868	-	ADAM8
